fogground,snowfall,dust,snowdepth,mist,drizzle,hail,fastest2minwindspeed,thunder,glaze,snow,ice,fog,temperaturemin,fastest5secwindspeed,freezingfog,temperaturemax,blowingsnow,freezingrain,rain,highwind,date,precipitation,fogheavy,smokehaze,avgwindspeed,fastest2minwinddir,fastest5secwinddir
No,0,No,0,No,No,No,23.04,No,No,No,No,No,48.9,29.97,No,66.9,No,No,No,No,2019-02-15,0,No,No,10.51,230,230
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,32,18.12,No,37,No,No,No,No,2019-02-20,0.39,No,No,7.61,80,80
No,0,No,0,No,No,No,16.11,No,No,No,No,No,27.1,25.05,No,42.1,No,No,No,No,2019-03-06,0,No,No,5.59,320,270
No,0,No,0,No,No,No,25.95,Yes,No,No,No,Yes,57.9,35.12,No,73.9,No,No,No,No,2019-03-15,0.31,No,No,13.42,220,220
No,0,No,0,No,No,No,17,No,No,No,No,No,35.1,25.05,No,62.1,No,No,No,No,2019-03-23,0,No,No,6.04,270,310
No,0,No,0,No,No,No,17,No,No,No,No,No,45,21.03,No,73.9,No,No,No,No,2019-03-29,0,No,No,8.28,230,220
No,0,No,0,No,No,No,17,No,No,No,No,No,34,21.92,No,53.1,No,No,No,No,2019-04-01,0,No,No,5.82,50,50
No,0,No,0,No,No,No,14.09,No,No,No,No,No,48,19.91,No,75,No,No,No,No,2019-04-04,0,No,No,5.14,180,180
No,0,No,0,No,No,No,17,No,No,No,No,Yes,54,25.05,No,60.1,No,No,No,No,2019-04-05,0.54,No,No,6.93,100,100
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,52,14.99,No,71.1,No,No,No,No,2019-04-07,0,Yes,No,5.14,210,210
No,0,No,0,No,No,No,23.04,No,No,No,No,No,61,29.08,No,80.1,No,No,No,No,2019-04-18,0,No,No,11.41,230,200
No,0,No,0,No,No,No,31.09,Yes,No,No,No,Yes,64,50.11,No,73,No,No,No,No,2019-04-19,1.31,No,No,14.54,200,180
No,0,No,0,No,No,No,14.09,No,No,No,No,No,57.9,18.12,No,84,No,No,No,No,2019-04-24,0,No,No,4.92,240,220
No,0,No,0,No,No,No,17,No,No,No,No,No,59,21.92,No,82,No,No,No,No,2019-04-25,0,No,No,5.14,240,220
No,0,No,0,No,No,No,36.01,Yes,No,No,No,Yes,51.1,46.08,No,77,No,No,No,No,2019-04-26,0.21,No,No,12.97,230,230
No,0,No,0,No,No,No,25.05,No,No,No,No,No,55.9,31.99,No,82,No,No,No,No,2019-04-28,0,No,No,9.4,40,50
No,0,No,0,No,No,No,16.11,No,No,No,No,No,63,21.92,No,84.9,No,No,No,No,2019-05-02,0,No,No,9.17,250,230
No,0,No,0,No,No,No,19.91,No,No,No,No,Yes,64,21.92,No,84,No,No,No,No,2019-05-23,0,No,No,8.05,230,240
No,0,No,0,No,No,No,14.09,Yes,No,No,No,Yes,68,21.03,No,93,No,No,No,No,2019-05-24,0,No,Yes,5.82,280,330
No,0,No,0,No,No,No,16.11,No,No,No,No,No,71.1,21.92,No,91.9,No,No,No,No,2019-05-25,0,No,No,6.71,200,180
No,0,No,0,No,No,No,25.05,Yes,No,No,No,Yes,64,44.07,No,91,No,No,No,No,2019-05-31,0.67,No,No,2.46,290,310
No,0,No,0,No,No,No,12.08,No,No,No,No,No,61,14.99,No,84,No,No,No,No,2019-06-01,0,No,No,2.91,40,40
No,0,No,0,No,No,No,21.92,Yes,No,No,No,Yes,68,25.95,No,88,No,No,No,No,2019-06-05,0.29,No,No,10.51,220,220
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,71.1,16.11,No,78.1,No,No,No,No,2019-06-07,0.53,No,No,4.7,230,90
No,0,No,0,No,No,No,27.96,Yes,No,No,No,Yes,69.1,46.98,No,93,No,No,No,No,2019-06-20,0.3,No,No,10.74,240,310
No,0,No,0,No,No,No,12.08,No,No,No,No,No,66.9,17,No,81,No,No,No,No,2019-06-23,0,No,No,4.03,90,80
No,0,No,0,No,No,No,21.03,No,No,No,No,No,64,25.05,No,95,No,No,No,No,2019-06-24,0,No,No,7.38,240,240
No,0,No,0,No,No,No,14.99,No,No,No,No,No,72,18.12,No,90,No,No,No,No,2019-07-01,0,No,No,5.14,50,40
No,0,No,0,No,No,No,21.03,Yes,No,No,No,Yes,72,29.97,No,96.1,No,No,No,No,2019-07-04,1,No,Yes,3.58,220,230
No,0,No,0,No,No,No,14.09,No,No,No,No,No,73,18.12,No,84.9,No,No,No,No,2019-07-09,0,No,No,6.26,50,60
No,0,No,0,No,No,No,14.09,No,No,No,No,No,64.9,17,No,87.1,No,No,No,No,2019-07-26,0,No,No,3.8,40,140
No,0,No,0,No,No,No,8.95,No,No,No,No,No,63,14.09,No,88,No,No,No,No,2019-07-27,0,No,No,1.12,90,170
No,0,No,0,No,No,No,8.95,No,No,No,No,No,63,12.97,No,90,No,No,No,No,2019-07-28,0,No,No,2.68,180,130
No,0,No,0,No,No,No,33.11,Yes,No,No,No,Yes,66.9,50.11,No,91,No,No,No,No,2019-08-01,0.87,No,No,4.47,130,140
No,0,No,0,No,No,No,19.91,Yes,No,No,No,No,68,23.04,No,89.1,No,No,No,No,2019-08-04,0.16,No,No,1.79,240,230
No,0,No,0,No,No,No,17,Yes,No,No,No,Yes,64.9,34,No,90,No,No,No,No,2019-08-06,0.16,Yes,No,4.92,230,230
No,0,No,0,No,No,No,19.91,Yes,No,No,No,Yes,68,23.94,No,91,No,No,No,No,2019-08-08,0.12,No,No,3.36,240,240
No,0,No,0,No,No,No,14.09,No,No,No,No,No,66.9,18.12,No,93,No,No,No,No,2019-08-09,0,No,No,3.13,270,240
No,0,No,0,No,No,No,14.09,No,No,No,No,No,69.1,21.03,No,88,No,No,No,No,2019-08-11,0,No,No,6.49,110,110
No,0,No,0,No,No,No,12.97,No,No,No,No,No,68,19.01,No,90,No,No,No,No,2019-08-12,0,No,No,4.47,190,150
No,0,No,0,No,No,No,23.04,No,No,No,No,Yes,71.1,36.91,No,91,No,No,No,No,2019-08-21,0.12,No,No,11.18,280,280
No,0,No,0,No,No,No,21.92,Yes,No,No,No,Yes,71.1,27.07,No,91.9,No,No,No,No,2019-08-23,0.28,No,No,6.93,220,210
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,64.9,12.08,No,81,No,No,No,No,2019-08-27,0.01,No,No,3.36,40,80
No,0,No,0,No,No,No,12.97,No,No,No,No,No,61,16.11,No,86,No,No,No,No,2019-08-29,0,No,No,2.91,50,40
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,70,14.09,No,88,No,No,No,No,2019-09-04,0,Yes,No,3.58,170,150
No,0,No,0,No,No,No,8.05,No,No,No,No,No,69.1,16.11,No,82.9,No,No,No,No,2019-09-14,0,No,No,3.8,110,150
No,0,No,0,No,No,No,17,No,No,No,No,No,54,23.04,No,75,No,No,No,No,2019-09-19,0,No,No,6.93,40,60
No,0,No,0,No,No,No,16.11,No,No,No,No,No,62.1,23.04,No,91,No,No,No,No,2019-09-23,0,No,No,7.61,230,230
No,0,No,0,No,No,No,14.09,No,No,No,No,No,69.1,19.01,No,95,No,No,No,No,2019-09-29,0,No,No,5.37,100,110
No,0,No,0,No,No,No,10.07,No,No,No,No,No,66.9,19.01,No,89.1,No,No,No,No,2019-10-01,0,No,No,3.58,160,150
No,0,No,0,No,No,No,12.08,No,No,No,No,No,69.1,14.99,No,96.1,No,No,No,No,2019-10-02,0,No,No,4.92,220,230
No,0,No,0,No,No,No,19.91,No,No,No,No,No,68,25.95,No,93.9,No,No,No,No,2019-10-04,0,No,No,8.5,80,60
No,0,No,0,No,No,No,17,No,No,No,No,Yes,59,25.05,No,71.1,No,No,No,No,2019-10-08,0.01,No,No,8.5,40,40
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,55.9,21.03,No,72,No,No,No,No,2019-10-09,0,No,No,6.49,80,80
No,0,No,0,No,No,No,12.08,No,No,No,No,No,50,14.99,No,80.1,No,No,No,No,2019-10-11,0,No,No,2.91,300,290
No,0,No,0,No,No,No,16.11,Yes,No,No,No,Yes,59,21.92,No,75,No,No,No,No,2019-10-13,0.39,No,No,2.91,250,240
No,0,No,0,No,No,No,8.95,No,No,No,No,No,50,14.99,No,78.1,No,No,No,No,2019-10-14,0,No,No,3.36,240,330
No,0,No,0,No,No,No,12.97,No,No,No,No,No,46,16.11,No,77,No,No,No,No,2019-10-15,0,No,No,2.24,90,90
No,0,No,0,No,No,No,16.11,No,No,No,No,No,53.1,23.04,No,75,No,No,No,No,2019-10-28,0,No,No,5.37,80,80
No,0,No,0,No,No,No,27.96,Yes,No,No,No,Yes,55,38.03,No,84.9,No,No,No,No,2019-10-31,0.23,No,No,14.09,270,260
No,0,No,0,No,No,No,14.09,No,No,No,No,No,39,23.94,No,59,No,No,No,No,2019-11-01,0,No,No,4.47,340,290
No,0,No,0,No,No,No,12.08,No,No,No,No,No,36,19.01,No,60.1,No,No,No,No,2019-11-03,0,No,No,2.24,40,40
No,0,No,0,No,No,No,14.09,No,No,No,No,No,48,17,No,64.9,No,No,No,No,2019-11-06,0,No,No,5.82,50,110
No,0,No,0,No,No,No,17,No,No,No,No,No,41,23.04,No,70,No,No,No,No,2019-11-11,0,No,Yes,8.5,220,230
No,0,No,0,No,No,No,10.07,No,No,No,No,Yes,24.3,12.08,No,48,No,No,No,No,2019-11-14,0.26,No,No,2.24,100,100
No,0,No,0,No,No,No,19.91,No,No,No,No,No,39.9,29.97,No,53.1,No,No,No,No,2019-11-17,0,No,No,10.96,30,30
No,0,No,0,No,No,No,8.05,No,No,No,No,Yes,41,12.97,No,55.9,No,No,No,No,2019-11-19,0,No,No,2.01,240,140
No,0,No,0,No,No,No,19.91,No,No,No,No,Yes,37.9,31.99,No,61,No,No,No,No,2019-11-24,0.31,No,No,7.61,300,280
No,0,No,0,No,No,No,23.04,No,No,No,No,Yes,48.9,29.08,No,64,No,No,No,No,2019-11-27,0.2,No,No,8.28,210,210
No,0,No,0,No,No,No,17,No,No,No,No,Yes,46,23.04,No,66,No,No,No,No,2019-12-01,0.46,Yes,No,7.16,200,190
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,26.2,14.99,No,52,No,No,No,No,2019-12-08,0.11,No,No,3.58,90,110
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,43,23.04,No,55,No,No,No,No,2019-12-14,0.09,Yes,No,6.71,240,290
No,0,No,0,No,No,No,14.99,No,No,No,No,No,42.1,21.92,No,64.9,No,No,No,No,2019-12-24,0,No,No,6.71,40,50
No,0,No,0,No,No,No,12.97,No,No,No,No,No,30.2,19.91,No,60.1,No,No,No,No,2020-01-06,0,No,No,3.13,250,250
No,0,No,0,No,No,No,12.08,No,No,No,No,No,41,14.99,No,64.9,No,No,No,No,2020-01-10,0,No,No,4.47,150,140
No,0,No,0,No,No,No,17,Yes,No,No,No,Yes,59,21.92,No,69.1,No,No,No,No,2020-01-14,0.34,No,No,5.37,230,240
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,36,19.01,No,48.9,No,No,No,No,2020-01-18,0.14,No,No,6.49,170,180
No,0,No,0,No,No,No,40.04,No,No,No,No,Yes,35.1,53.91,No,61,No,No,No,No,2020-02-07,0.26,No,No,15.88,240,240
No,0,No,0,No,No,No,12.97,No,No,No,No,No,34,18.12,No,52,No,No,No,No,2020-02-14,0,No,No,6.26,30,30
No,0,No,0,No,No,No,12.97,No,No,No,No,No,26.1,17,No,45,No,No,No,No,2020-02-15,0,No,No,5.59,50,60
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,37.9,16.11,No,61,No,No,No,No,2020-02-18,0.07,No,No,4.92,240,290
No,0,No,0,No,No,No,14.99,No,No,No,Yes,Yes,37,21.92,No,57,No,No,No,No,2020-02-19,0.16,No,No,5.59,40,40
No,0,No,0,No,No,No,16.11,No,No,No,No,No,30,19.91,No,63,No,No,No,No,2020-02-23,0,No,No,5.59,220,200
No,0,No,0,No,No,No,29.08,No,No,No,No,No,41,38.03,No,69.1,No,No,No,No,2020-03-02,0,No,No,12.75,220,220
No,0,No,0,No,No,No,23.04,No,No,No,No,Yes,53.1,29.97,No,63,No,No,No,No,2020-03-03,0.21,No,No,10.74,220,220
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,45,23.94,No,55.9,No,No,No,No,2020-03-05,0.05,No,No,4.92,90,80
No,0,No,0,No,No,No,25.95,No,No,No,No,No,57,36.01,No,70,No,No,No,No,2020-03-10,0.01,No,No,12.08,230,230
No,0,No,0,No,No,No,14.99,No,No,No,No,No,54,19.91,No,75.9,No,No,No,No,2020-03-11,0,No,No,4.7,230,240
No,0,No,0,No,No,No,18.12,No,No,No,No,No,48,21.92,No,60.1,No,No,No,No,2020-03-15,0,No,No,9.62,40,50
No,0,No,0,No,No,No,27.96,No,No,No,No,No,66,36.91,No,86,No,No,No,No,2020-03-20,0,No,No,13.87,220,230
No,0,No,0,No,No,No,29.97,No,No,No,No,No,69.1,36.01,No,88,No,No,No,No,2020-03-29,0,No,No,12.97,230,240
No,0,No,0,No,No,No,14.09,No,No,No,No,No,39,17,No,71.1,No,No,No,No,2020-04-04,0,No,No,3.8,110,100
No,0,No,0,Yes,No,No,25.05,No,No,No,No,Yes,48.9,31.99,No,68,No,No,Yes,No,2007-01-01,0.45,No,No,12.75,190,180
No,0,No,0,No,No,No,12.97,No,No,No,No,No,32,21.03,No,55.9,No,No,No,No,2007-01-02,0,No,No,3.13,320,330
No,0,No,0,No,No,No,17,No,No,No,No,No,48,21.03,No,69.1,No,No,No,No,2007-01-13,0,No,No,6.93,230,230
No,0,No,0,No,No,No,17.9,No,No,No,No,No,28.9,21.92,No,39.9,No,No,No,No,2007-01-17,0,No,No,8.72,40,40
No,0.98,No,0,No,Yes,No,10.07,No,Yes,Yes,Yes,Yes,27,12.08,No,35.1,No,No,Yes,No,2007-01-18,0.29,No,No,4.7,80,350
No,0,No,0,No,No,No,17,No,No,Yes,No,No,30.9,29.08,No,57.9,No,No,Yes,No,2007-01-28,0,No,No,8.95,310,300
No,0,No,0,Yes,No,No,12.97,No,No,No,No,Yes,34,14.99,No,45,No,No,Yes,No,2007-02-02,0,No,Yes,5.59,230,240
No,0,No,0,No,No,No,17,No,No,No,No,No,27,21.92,No,45,No,No,No,No,2007-02-03,0,No,No,7.83,250,280
No,0,No,0,No,No,No,17.9,No,No,No,No,No,19.9,23.94,No,39.9,No,No,No,No,2007-02-05,0,No,No,7.83,270,280
No,0,No,0,No,No,No,14.99,No,No,No,No,No,19.9,19.91,No,50,No,No,No,No,2007-02-11,0,No,No,4.03,220,240
No,0,No,0,Yes,No,No,27.96,No,No,No,No,Yes,48.9,33.11,No,73.9,No,No,No,No,2007-02-22,0,Yes,Yes,9.62,270,310
No,0,No,0,Yes,No,No,8.95,No,No,No,No,Yes,41,12.08,No,61,No,No,No,No,2007-02-26,0,Yes,No,2.46,210,230
No,0,No,0,Yes,No,No,38.03,No,No,No,No,Yes,46.9,57.94,No,68,No,No,Yes,No,2007-03-02,0.96,No,No,12.97,190,150
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,37,16.11,No,71.1,No,No,No,No,2007-03-10,0,No,No,4.25,170,200
No,0,No,0,No,No,No,12.97,No,No,No,No,No,37.9,16.11,No,66.9,No,No,No,No,2007-03-12,0,No,No,3.8,60,60
No,0,No,0,No,No,No,12.97,No,No,No,No,No,32,14.99,No,55.9,No,No,No,No,2007-04-09,0,No,No,0.89,230,230
No,0,No,0,No,No,No,29.97,No,No,No,No,No,43,48.09,No,60.1,No,No,No,No,2007-04-16,0,No,No,14.09,300,290
No,0,No,0,Yes,No,No,21.03,No,No,No,No,Yes,63,23.94,No,82.9,No,No,Yes,No,2007-04-27,0.25,No,No,11.18,220,230
No,0,No,0,No,No,No,17.9,No,No,No,No,No,46.9,23.94,No,87.1,No,No,No,No,2007-04-30,0,No,No,6.49,230,240
No,0,No,0,No,No,No,17,No,No,No,No,No,59,21.03,No,91.9,No,No,No,No,2007-05-01,0,No,No,6.26,220,220
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,61,14.99,No,87.1,No,No,No,No,2007-05-11,0,No,No,4.03,220,220
No,0,No,0,No,No,No,19.91,No,No,No,No,No,53.1,21.92,No,82,No,No,No,No,2007-05-15,0,No,No,10.74,220,220
No,0,No,0,No,No,No,12.08,No,No,No,No,No,62.1,14.09,No,91.9,No,No,No,No,2007-05-29,0,No,No,4.7,80,80
No,0,No,0,No,No,No,14.09,No,No,No,No,No,64,19.91,No,91,No,No,No,No,2007-05-31,0,No,No,6.49,180,170
No,0,No,0,No,No,No,12.97,No,No,No,No,No,64,16.11,No,89.1,No,No,No,No,2007-06-01,0,No,No,6.71,200,200
No,0,No,0,No,No,No,21.03,Yes,No,No,No,Yes,64,25.05,No,90,No,No,Yes,No,2007-06-05,0.03,No,No,7.16,230,220
No,0,No,0,No,No,No,16.11,No,No,No,No,No,66,19.91,No,93.9,No,No,No,No,2007-06-07,0,No,No,8.72,200,210
No,0,No,0,No,No,No,19.91,Yes,No,No,No,Yes,62.1,25.05,No,91,No,No,Yes,No,2007-06-22,0.13,No,Yes,4.25,30,30
No,0,No,0,Yes,No,No,21.03,No,No,No,No,Yes,69.1,23.94,No,93,No,No,No,No,2007-06-27,0,No,Yes,7.38,230,220
No,0,No,0,No,No,No,19.91,Yes,No,No,No,Yes,71.1,25.05,No,93,No,No,Yes,No,2007-06-29,0.18,No,Yes,7.83,230,230
No,0,No,0,Yes,No,No,16.11,No,No,No,No,Yes,71.1,21.92,No,89.1,No,No,Yes,No,2007-06-30,0,No,No,4.25,20,30
No,0,No,0,No,No,No,16.11,No,No,No,No,No,64.9,19.91,No,89.1,No,No,No,No,2007-07-04,0,No,No,9.17,200,210
No,0,No,0,No,No,No,12.08,No,No,No,No,No,70,17,No,89.1,No,No,No,No,2007-07-12,0,No,Yes,3.36,350,360
No,0,No,0,No,No,No,14.09,No,No,No,No,No,64,17,No,88,No,No,No,No,2007-07-24,0,No,No,3.8,230,360
No,0,No,0,No,No,No,14.09,No,No,No,No,No,64.9,17,No,88,No,No,No,No,2007-07-25,0,No,No,5.59,110,90
No,0,No,0,No,No,No,12.97,No,No,No,No,No,71.1,17.9,No,93,No,No,No,No,2007-08-03,0,No,No,5.14,180,230
No,0,No,0,No,No,No,10.07,No,No,No,No,No,70,14.09,No,96.1,No,No,No,No,2007-08-04,0,No,Yes,4.7,180,210
No,0,No,0,Yes,No,No,23.04,Yes,No,No,No,Yes,78.1,25.95,No,104,No,No,No,No,2007-08-09,0,No,Yes,4.25,120,90
No,0,No,0,No,No,No,14.99,No,No,No,No,No,71.1,17.9,No,93.9,No,No,No,No,2007-08-14,0,No,No,6.49,40,30
No,0,No,0,Yes,No,No,23.94,Yes,No,No,No,Yes,73.9,36.01,No,105.1,No,No,Yes,No,2007-08-21,0.06,No,No,8.28,300,280
No,0,No,0,Yes,No,No,12.08,No,No,No,No,Yes,71.1,14.99,No,95,No,No,No,No,2007-08-22,0,No,No,4.7,10,130
No,0,No,0,No,No,No,12.08,Yes,No,No,No,Yes,75,19.91,No,90,No,No,Yes,No,2007-08-23,0.53,No,Yes,5.82,130,130
No,0,No,0,Yes,No,No,21.03,Yes,No,No,No,Yes,72,29.97,No,98.1,No,No,Yes,No,2007-08-26,0.06,No,No,6.04,10,10
No,0,No,0,No,No,No,12.97,No,No,No,No,No,73,19.91,No,90,No,No,No,No,2007-08-30,0,No,No,5.59,60,120
No,0,No,0,No,No,No,10.07,No,No,No,No,No,66,16.11,No,96.1,No,No,No,No,2007-09-04,0,No,No,3.36,90,120
No,0,No,0,No,No,No,14.99,No,No,No,No,No,66,17,No,91,No,No,No,No,2007-09-12,0,No,No,5.37,30,10
No,0,No,0,No,No,No,14.09,Yes,No,No,No,Yes,70,16.11,No,82.9,No,No,Yes,No,2007-09-14,1.91,Yes,No,6.49,110,170
No,0,No,0,No,No,No,17,No,No,No,No,No,51.1,21.03,No,75.9,No,No,No,No,2007-09-17,0,No,No,7.61,60,90
No,0,No,0,Yes,No,No,14.99,No,No,No,No,Yes,64.9,17.9,No,73.9,No,No,Yes,No,2007-09-20,0.31,No,No,8.28,40,40
No,0,No,0,Yes,No,No,12.08,No,No,No,No,Yes,63,14.99,No,89.1,No,No,No,No,2007-09-26,0,No,No,5.82,170,170
No,0,No,0,No,No,No,12.08,No,No,No,No,No,43,14.99,No,75,No,No,No,No,2007-10-13,0,No,No,2.01,260,260
Yes,0,No,0,Yes,No,No,10.07,No,No,No,No,Yes,48,17,No,80.1,No,No,No,No,2007-10-15,0,No,No,3.13,140,140
No,0,No,0,No,No,No,8.95,No,No,No,No,No,54,12.08,No,84,No,No,No,No,2007-10-17,0,No,No,3.36,90,100
No,0,No,0,Yes,No,No,12.97,No,No,No,No,Yes,63,16.11,No,84.9,No,No,Yes,No,2007-10-18,0.04,Yes,Yes,5.14,230,170
Yes,0,No,0,Yes,No,No,17,No,No,No,No,Yes,50,21.92,No,80.1,No,No,No,No,2007-10-20,0,No,No,4.7,270,270
No,0,No,0,Yes,Yes,No,17,Yes,No,No,No,Yes,59,23.94,No,70,No,No,Yes,No,2007-10-25,0.08,No,No,11.63,50,30
No,0,No,0,Yes,Yes,No,12.97,No,No,No,No,Yes,55.9,14.99,No,75,No,No,Yes,No,2007-10-27,0.37,No,No,5.37,160,240
No,0,No,0,No,No,No,16.11,No,No,No,No,No,44.1,21.03,No,64.9,No,No,No,No,2007-10-28,0,No,No,5.82,50,20
No,0,No,0,No,No,No,17,No,No,No,No,Yes,36,21.92,No,68,No,No,No,No,2007-11-05,0,No,No,5.59,220,210
No,0,No,0,No,No,No,12.97,No,No,No,No,No,46.9,14.99,No,73.9,No,No,Yes,No,2007-11-13,0,No,No,4.03,230,230
No,0,No,0,No,No,No,12.08,No,No,No,No,No,35.1,17,No,70,No,No,No,No,2007-11-18,0,No,No,1.57,240,230
No,0,No,0,No,No,No,14.99,No,No,No,No,No,35.1,23.04,No,51.1,No,No,No,No,2007-11-23,0,No,No,6.49,20,350
No,0,No,0,No,No,No,14.99,No,No,No,No,No,33.1,17.9,No,54,No,No,No,No,2007-12-02,0,No,No,5.82,230,220
No,0,No,0,No,No,No,16.11,No,No,No,No,No,36,21.03,No,45,No,No,No,No,2007-12-04,0,No,No,5.82,270,280
No,0,No,0,Yes,No,No,12.08,No,No,No,No,Yes,48.9,14.99,No,72,No,No,No,No,2007-12-09,0,No,Yes,5.14,120,110
No,0,No,0,Yes,No,No,17.9,No,No,No,No,Yes,35.1,25.95,No,43,No,No,Yes,No,2007-12-26,0.91,No,No,6.93,20,20
No,0,No,0,Yes,No,No,21.03,No,No,No,No,Yes,36,25.95,No,64,No,No,Yes,No,2007-12-28,0.04,No,Yes,6.04,210,200
No,0,No,0,No,No,No,19.91,No,No,Yes,No,No,25,27.96,No,35.1,No,No,No,No,2008-01-02,0,No,No,11.18,280,260
No,0,No,0,No,No,No,12.08,No,No,No,No,No,19.9,17,No,35.1,No,No,No,No,2008-01-03,0,No,No,4.47,330,310
No,0,No,0,No,No,No,17.9,No,No,No,No,No,39.9,21.92,No,69.1,No,No,No,No,2008-01-06,0,No,No,7.83,240,240
No,0,No,0,Yes,No,No,16.11,No,No,No,No,Yes,30.9,21.92,No,52,No,No,No,No,2008-01-14,0,No,Yes,4.25,270,290
No,0,No,0,No,No,No,10.07,No,No,No,No,No,21,12.08,No,46,No,No,No,No,2008-01-16,0,No,No,2.68,50,40
No,0,No,0,No,No,No,10.07,No,No,No,No,No,15.1,10.07,No,37,No,No,No,No,2008-01-21,0,No,No,4.92,40,40
No,0,No,0,No,No,No,12.08,No,No,No,No,No,26.1,16.11,No,52,No,No,No,No,2008-01-27,0,No,No,2.91,300,300
No,0,No,0,No,No,No,23.94,No,No,No,No,No,37,27.96,No,64,No,No,No,No,2008-01-29,0,No,No,13.42,220,230
No,0,No,0,No,No,No,12.08,No,No,No,No,No,37.9,14.09,No,66,No,No,No,No,2008-02-03,0,No,No,3.8,30,10
No,0,No,0,Yes,No,No,25.05,No,No,No,No,Yes,48,33.11,No,75.9,No,No,No,No,2008-02-05,0,Yes,Yes,10.07,240,240
No,0,No,0,No,No,No,23.04,No,No,No,No,No,30.9,31.99,No,55,No,No,No,No,2008-02-19,0,No,No,8.72,250,220
No,0,No,0,No,No,No,16.11,No,No,No,Yes,No,30,21.92,No,43,No,No,Yes,No,2008-02-21,0.01,No,No,9.17,50,30
No,0,No,0,Yes,No,No,12.08,No,Yes,No,No,Yes,32,14.09,No,42.1,No,Yes,Yes,No,2008-02-22,0.29,No,No,6.93,220,100
No,0,No,0,Yes,Yes,No,12.08,No,No,No,No,Yes,35.1,14.99,No,61,No,No,Yes,No,2008-02-25,0.01,No,Yes,4.25,240,240
No,0,No,0,No,No,No,17.9,No,No,No,No,No,28.9,25.95,No,48.9,No,No,No,No,2008-02-27,0,No,No,10.29,300,290
No,0,No,0,No,No,No,21.92,No,No,No,No,No,39.9,29.08,No,64.9,No,No,No,No,2008-03-01,0,No,No,9.84,270,270
No,0,No,0,No,No,No,12.97,No,No,No,No,No,32,16.11,No,63,No,No,No,No,2008-03-02,0,No,No,4.7,110,100
No,0,No,0,No,No,No,25.95,No,No,No,No,No,39,31.09,No,73.9,No,No,No,No,2008-03-03,0,No,No,10.29,220,220
No,0,No,0,No,No,No,17,No,No,No,No,No,44.1,23.94,No,68,No,No,No,No,2008-03-12,0,No,No,5.14,280,260
No,0,No,0,No,No,No,17,No,No,No,No,No,39,23.04,No,59,No,No,No,No,2008-03-18,0,No,No,6.71,190,190
No,0,No,0,No,No,No,16.11,No,No,No,No,No,33.1,19.91,No,66.9,No,No,No,No,2008-03-21,0,No,No,6.71,210,210
No,0,No,0,No,No,No,25.05,No,No,No,No,No,48,34.9,No,75,No,No,No,No,2008-03-22,0,No,No,12.75,230,220
No,0,No,0,No,No,No,25.95,No,No,No,No,No,46.9,34.9,No,77,No,No,No,No,2008-03-27,0,No,No,13.42,230,240
No,0,No,0,No,No,No,23.94,No,No,No,No,No,57,29.97,No,81,No,No,No,No,2008-03-28,0,No,No,10.74,230,230
No,0,No,0,No,No,No,14.99,No,No,No,No,No,46,17.9,No,86,No,No,No,No,2008-04-18,0,No,No,5.14,220,220
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,55,17,No,82,No,No,No,No,2008-04-25,0,No,No,7.38,210,220
No,0,No,0,Yes,No,Yes,29.08,Yes,No,No,No,Yes,55.9,31.99,No,71.1,No,No,Yes,No,2008-04-28,0.68,No,Yes,8.72,230,230
No,0,No,0,No,No,No,23.04,No,No,No,No,No,60.1,29.08,No,80.1,No,No,Yes,No,2008-05-03,0,No,No,13.42,220,230
No,0,No,0,No,No,No,21.03,No,No,No,No,No,51.1,23.94,No,82.9,No,No,No,No,2008-05-07,0,No,No,9.62,210,210
No,0,No,0,Yes,No,No,21.92,No,No,No,No,Yes,55.9,25.05,No,80.1,No,No,No,No,2008-05-10,0,No,No,7.16,40,20
No,0,No,0,Yes,No,Yes,19.91,No,No,No,No,Yes,51.1,25.95,No,64,No,No,Yes,No,2008-05-12,0.01,No,No,8.05,300,310
No,0,No,0,Yes,No,Yes,25.95,Yes,No,No,No,Yes,53.1,29.97,No,79,No,No,Yes,No,2008-05-18,0.57,No,No,10.51,220,290
No,0,No,0,No,No,No,19.91,No,No,No,No,Yes,52,23.94,No,75,No,No,No,No,2008-05-21,0,No,No,3.8,250,240
No,0,No,0,No,No,No,21.92,No,No,No,No,No,72,25.95,No,93.9,No,No,No,No,2008-06-04,0,No,Yes,10.51,220,240
No,0,No,0,No,No,No,23.04,Yes,No,No,No,Yes,63,27.96,No,91,No,No,No,No,2008-06-20,0,No,Yes,5.14,220,200
